username	main	talk	user	usertalk
Bluecycle	0	0	1	0
Bobbinbob	0	0	2	0
Breadchastick	0	0	1	0
BrookeDrake	0	0	1	0
Bspurrell	0	0	3	0
Buddhistjay	0	0	1	0
Caddcentre	0	0	2	0
Captainkorff	0	0	1	0
Cdrking	0	0	2	0
Ceteris parabus	0	0	1	0
Cfeedback	0	0	1	0
Chemazarate	0	0	5	0
Chessman909	0	0	2	0
Chetantekur	0	0	45	22
Chinnapvn	0	0	12	0
Chocolateteapot	0	0	1	0
Ciregno	0	0	4	0
Codwell	0	0	1	1
Cody Thickens	0	0	1	0
Countyr101	0	0	1	1
Craigmccalman	0	0	1	0
David7613	0	0	1	0
Debfinnell	0	0	3	0
Demented-pixi	0	0	1	0
Designerbin	0	0	2	1
Devilray267	0	0	2	0
Dirty Waters	0	0	2	0
Dj Soulchildd	0	0	3	0
Doctorharvey	0	0	1	0
Dodoandchips	0	0	1	0
Donajmath	0	0	1	2
Dstimson100495	0	0	1	2
Duffysheridan	0	0	3	0
Dyakimec	0	0	10	0
Dylanalex456789	0	0	2	0
Eliasnova	0	0	8	0
Elotha	0	0	1	0
Ericespela	0	0	1	0
Ernest6078	0	0	1	0
Erowin	0	0	2	0
Fahad.naz	0	0	1	0
Faheds	0	0	1	0
Fangwedge	0	0	3	0
Farmer3601	0	0	1	0
Firdauspanthaky	0	0	1	0
Flaglerflames	0	0	1	0
Foad Shokri	0	0	2	0
Gavintonks	0	0	1	0
Geoscidee	0	0	1	0
Global Focus	0	0	1	0
Goalzy25	0	0	1	0
Gone to persia	0	0	1	0
Gurunglol41234	0	0	13	0
Hancocka	0	0	5	0
Haroon Iqbal (Boxer)	0	0	1	0
Hcortens	0	0	1	0
Helica12	0	0	1	0
Heroguins	0	0	1	0
Hextallunicorn	0	0	2	0
Hinaluhro	0	0	2	0
Hippie Flips	0	0	1	0
Ibotea	0	0	1	0
Ibrahim.ibu	0	0	5	0
Illusio	0	0	3	0
IMCTC	0	0	1	0
Indexheavy000	0	0	1	1
Ing2008au	0	0	11	0
Irfan idris	0	0	1	0
J plus c	0	0	1	0
Jake805	0	0	5	0
James arthur diaz	0	0	1	0
Jamesrclare	0	0	1	0
Jasonimaya	0	0	2	0
JazzMan2003	0	0	2	0
Jeff7493	0	0	2	0
Jeremyng321	0	0	2	5
Jillejay	0	0	1	0
JKB132	0	0	2	2
Jo Ann Wright	0	0	1	0
Joesap91	0	0	3	0
Joewy42	0	0	1	0
Join12345	0	0	1	1
Jonwharry	0	0	9	0
Joshjames10	0	0	2	0
Jpndwivedi	0	0	1	0
Kaail of Hrusk	0	0	1	2
Kanwar777	0	0	2	0
KatrinaJD	0	0	1	0
Kayleigh thompson	0	0	3	0
Kayln Air Evans	0	0	1	0
Kiryuman53	0	0	1	1
Klowry	0	0	2	0
Kulchawheels	0	0	1	0
Kurttarvis	0	0	4	0
Lady Gothica1	0	0	10	0
Larryhermnn	0	0	2	0
Laur uhh	0	0	2	0
Laurawalton4	0	0	2	0
Lc memory	0	0	3	0
Leds4me	0	0	2	0
Lilwaynelover1	0	0	1	0
Lookseeenjoy	0	0	1	0
Luke-lepage123	0	0	1	0
Luna.ULE	0	0	1	0
M+J Rants	0	0	3	6
Maelguillemot	0	0	1	0
MAHASISWAPAPUA	0	0	2	0
Maikela1	0	0	4	0
Mamdouh Neif	0	0	2	0
Marcos100ldu	0	0	1	0
Maximans2010	0	0	2	0
Maxwellabrams	0	0	1	0
Mediaski	0	0	1	0
Mephiska	0	0	1	0
Mh2007	0	0	1	0
Michaelckerr	0	0	2	0
Mikafo	0	0	1	0
Mike scout	0	0	1	0
Minogi	0	0	1	0
Mjbdogg	0	0	1	0
Mlord	0	0	1	0
Mr. Nagle	0	0	3	0
Muffle Cake Spread	0	0	1	0
Multifamily	0	0	1	0
Muppetman7891	0	0	1	0
Mustang0012	0	0	1	0
Nachtgestalt	0	0	1	0
Nancy Van de Vate	0	0	3	3
Narelle Sissons	0	0	1	0
Neale87	0	0	1	0
Newfiechick88	0	0	1	6
Nickangelo	0	0	1	0
Nickcarefoot	0	0	1	0
Njarch	0	0	3	0
Nkpume1	0	0	1	0
Nmarchant13	0	0	4	0
NolbertBrownJr	0	0	15	0
Obaoriate	0	0	1	0
Olirasalt	0	0	7	0
Only1robin	0	0	1	0
Pallu thomas	0	0	1	0
Pankajvmistry	0	0	3	0
Paragdiwan	0	0	1	0
PCJain	0	0	66	11
PeterHarryson	0	0	1	1
PeterSarlat	0	0	1	0
Pettythug	0	0	6	1
Pollywoggs 1999	0	0	6	0
Rafael Lopez Olivo	0	0	1	0
RANJITH DISSANAYAKE	0	0	1	0
Raymondkuipers	0	0	1	0
Reslieinovejas	0	0	1	0
Richard the III.	0	0	19	0
Rivalee	0	0	1	0
RobChildRun	0	0	1	1
Rocktropolis	0	0	1	0
Rodhoskins	0	0	4	0
Romeomont	0	0	1	0
Rshearer08	0	0	1	0
Samcsephil	0	0	1	0
Samuelsunnyjames	0	0	1	0
SBKmusic	0	0	2	0
Seletalahti	0	0	1	0
Shahidafridi1	0	0	1	1
Shamonti	0	0	1	0
Shanice09	0	0	1	0
Sine Nominae	0	0	2	0
Smokingmoondandy	0	0	1	0
Somewikiguy1987	0	0	2	0
Spencers63	0	0	2	0
STPIPS	0	0	1	0
Styris Stewart	0	0	26	0
Subhasishorudaya	0	0	4	0
Super Martyo Brother	0	0	1	1
Syncere aka Mr. Clean	0	0	2	0
Talukder Amran	0	0	1	0
Tbubbler19	0	0	1	0
TheBabyBella	0	0	1	0
Thehandler26	0	0	4	0
Tomsachs	0	0	1	0
TopThrillCedarPoint	0	0	1	0
TwilightZone1	0	0	2	0
Ueno sakuya	0	0	1	0
Umarrajabi	0	0	1	0
Umeshnarayanan1	0	0	1	0
Und3rc0nstruct10n	0	0	1	0
Vida1222	0	0	2	0
Web20blog org	0	0	3	0
Webprojectmanager	0	0	2	0
Whole Armor Recordings	0	0	1	0
WikiLukeB	0	0	1	0
Wilfred Saroni	0	0	13	0
Wsu-aw-up	0	0	7	0
X0P0lin4v0ll3yb4llX0	0	0	3	0
Xsf Nrg 4fr	0	0	1	0
Yaniel94	0	0	1	0
Zepe 123	0	0	2	0
340.278.892.009.341.M	0	0	0	2
Abeyworks	0	0	0	1
Akinsanya1	0	0	0	1
All your wikis are belong to us	0	0	0	1
Anntalisha	0	0	0	1
Arahp	0	0	0	1
ArchiAfrika	0	0	0	1
Avinash.parate	0	0	0	1
Ayooseni	0	0	0	3
BankVeto	0	0	0	1
Bazzup	0	0	0	1
BraintreeCapital	0	0	0	1
BrandyFumes	0	0	0	2
Bringdownwikia	0	0	0	1
Bryan pogi2	0	0	0	2
Carbearboo	0	0	0	1
Crossovernepal	0	0	0	1
Cypressmak	0	0	0	1
Danninho23	0	0	0	1
Dansmeyer	0	0	0	1
Dave1616	0	0	0	1
David20sfx	0	0	0	15
Deepain kothiyal	0	0	0	4
Defiancenow	0	0	0	4
DIASEMI1	0	0	0	2
DKM2012	0	0	0	1
Efnet baseball2	0	0	0	10
Emilia M. Fernandes	0	0	0	1
Ephy123abc	0	0	0	1
Etserra it3a	0	0	0	1
Euna365	0	0	0	1
Foaixy	0	0	0	1
Forstbre	0	0	0	1
Galonga	0	0	0	22
Geek512	0	0	0	2
Gigicastro17	0	0	0	1
Gothrokkprincess	0	0	0	21
Gullion	0	0	0	1
Hajsut	0	0	0	1
Hasanuzzaman2984	0	0	0	2
Hiwater	0	0	0	1
Hlovdal	0	0	0	1
Hoess	0	0	0	2
INDIAMORE	0	0	0	1
Jameson Stafford	0	0	0	2
Jilanydu	0	0	0	3
Jp dynasty75	0	0	0	11
JSommer136	0	0	0	1
Kcoltman	0	0	0	1
Kissycuchycu	0	0	0	3
Lala-bye	0	0	0	2
Madeinmexico87	0	0	0	1
Maemazing	0	0	0	2
MariaLeeCarta	0	0	0	1
Maxx Schrek	0	0	0	3
Maya aslan demirtas	0	0	0	1
Millertime535	0	0	0	2
Minucocat	0	0	0	1
Myplaidblankey	0	0	0	1
NameOfTheDragon	0	0	0	1
Naqeebhashimi	0	0	0	1
Nekohakase	0	0	0	1
Okeshade	0	0	0	1
Oyonlkj	0	0	0	1
Phonemoney	0	0	0	1
PsychicTelevisionMaster	0	0	0	1
Publicinsuranceadjusters	0	0	0	3
Qwertyuiop2400	0	0	0	1
Ramakumar1123	0	0	0	3
Ranjangupto	0	0	0	1
Richardsaad	0	0	0	5
Rinvucollins	0	0	0	1
Rjhartu	0	0	0	1
Rubin Carter is not cool	0	0	0	1
Ruez111	0	0	0	2
Sbv7	0	0	0	1
Segun1ng	0	0	0	4
Sexythings44	0	0	0	1
Shannonbreak	0	0	0	1
Southern1nz	0	0	0	1
Sundareshr	0	0	0	5
Sweetkate7	0	0	0	1
Sweetkitty2111	0	0	0	2
The Mod Squad Rock Band	0	0	0	8
TheBrunettes	0	0	0	2
Tmm1993	0	0	0	1
Tonelico00	0	0	0	3
Unitled	0	0	0	1
Victoriaxox	0	0	0	1
Vivekjain 30	0	0	0	1
Wajlee	0	0	0	1
Witteveen	0	0	0	1
